Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site	CUI_umls	preferred_umls_name	semantic_type	high_confidence
14558	GSK	A Double-Blind (sponsor unblind), Placebo Controlled, Randomised, Parallel Group Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Multiple Doses of GSK2269557 Administered as a Dry Powder to COPD Patients and Assessment of Dose Response using Sputum Biomarkers	nemiralisib	PII115119	Pulmonary Disease, Chronic Obstructive	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=115119	http://clinicaltrials.gov/show/NCT02130635	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-000313-31	Y	Y	Y	Y	Y	N	Y	A raw dataset is not available for this study.	1-Apr-2018	C5197976	Nemiralisib	Organic Chemical|Pharmacologic Substance	True
14559	GSK	A Single-Dose, Randomised, Open-Label, Two-Period Crossover Study to Determine the Bioequivalence of the Second Generation Dutasteride and Tamsulosin HCl Combination Capsule in the Fasted State in Healthy Adult Male Subjects	dutasteride	ARI116897	Urologic Diseases	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116897	http://clinicaltrials.gov/show/NCT02052713	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-001126-26	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
14560	GSK	A Single-Dose, Randomised, Open-Label, Two-Period Crossover Study to Determine the Bioequivalence of the Second Generation Dutasteride and Tamsulosin HCl Combination Capsule in the Fed State in Healthy Adult Male Subjects	dutasteride	ARI116108	Urologic Diseases	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116108	http://clinicaltrials.gov/show/NCT02058576	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-001125-49	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
14561	GSK	Study of GSK2302032A Antigen-Specific Cancer Immunotherapeutic in patients with resectable Non-Small Cell Lung Cancer	GSK2302032A	113174	Lung Cancer, Non-Small Cell	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113174	http://clinicaltrials.gov/show/NCT01159964	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-016624-31	Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C3896844	Anti-PRAME Immunotherapeutic GSK2302032A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14567	Novartis	Comparison Trial of Letrozole to Anastrozole in the Adjuvant Treatment of Postmenopausal Women With Hormone Receptor and Node Positive Breast Cancer	letrozole	CFEM345D2411	Breast Cancer	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=14105	https://www.clinicaltrials.gov/ct2/show/NCT00248170?term=CFEM345D2411&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-004263-35	Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C0246421	letrozole	Organic Chemical|Pharmacologic Substance	True
14569	Novartis	A Phase IIIB, Multi-Center, Open Label Study For Postmenopausal Women With Estrogen Receptor Positive Locally Advanced or Metastatic Breast Cancer Treated With Everolimus (RAD001) in Combination With Exemestane: 4EVER - Efficacy, Safety, Health Economics, Translational Research	everolimus	CRAD001JDE49	Metastatic Breast Cancer	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=13063	https://www.clinicaltrials.gov/ct2/show/NCT01626222?term=CRAD001JDE49&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-006111-62	Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C0541315	everolimus	Organic Chemical|Pharmacologic Substance	True
14570	Novartis	A Phase II, Single Arm Study of the Use of Steroid-based Mouthwash to Prevent Stomatitis in Postmenopausal Women With Advanced or Metastatic Hormone Receptor Positive Breast Cancer Being Treated With Everolimus Plus Exemestane	everolimus	CRAD001JUS226	Advanced Breast Cancer	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=15368	https://www.clinicaltrials.gov/ct2/show/NCT02069093?term=CRAD001JUS226&rank=1		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C0541315	everolimus	Organic Chemical|Pharmacologic Substance	True
14572	Astellas	A Phase 2a Enriched Enrollment Randomized Withdrawal Study to Assess Analgesic Efficacy and Safety of ASP8477 in Subjects with Peripheral Neuropathic Pain	ASP8477	8477-CL-0020	Peripheral Neuropathic Pain	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=8477-CL-0020	https://clinicaltrials.gov/ct2/show/NCT02065349	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-002521-27	Y	Y	Y	Y	Y	Y	Y		1-May-2018	C5198241	ASP8477	Organic Chemical|Pharmacologic Substance	True
14583	ViiV	A Phase 2b study to select a once daily oral dose of GSK2248761 in HIV-1 infected antiretroviral therapy experienced adults with non-nucleoside reverse transcriptase inhibitor (NNRTI) resistance	fosdevirine	113399	Infection, Human Immunodeficiency Virus	Phase 2	https://www.viiv-studyregister.com/study/19533	http://clinicaltrials.gov/show/NCT01199731		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C4550352	Fosdevirine	Organic Chemical|Pharmacologic Substance	True
14584	ViiV	Phase 2b study to select a once daily oral dose of GSK2248761 administered with tenofovir/emtricitabine or abacavir/lamivudine in HIV-1 infected antiretroviral therapy naive adult subjects	fosdevirine	113404	Infection, Human Immunodeficiency Virus	Phase 2	https://www.viiv-studyregister.com/study/19534	http://clinicaltrials.gov/show/NCT01231555		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C4550352	Fosdevirine	Organic Chemical|Pharmacologic Substance	True
14587	Astellas	A randomized, double-blind, double-dummy, placebo-controlled study to evaluate the efficacy and safety of solifenacin succinate (5 and 10 mg once daily) against placebo and oxybutynin hydrochloride (5 mg three times daily) in the treatment of subjects with neurogenic detrusor overactivity	solifenacin succinate	905-EC-005	Neurogenic detrusor overactivity	Phase 4	https://www.clinicaltrials.astellas.com/study/?pid=905-EC-005	https://clinicaltrials.gov/ct2/show/NCT00629642	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-005523-42	Y	N	Y	Y	Y	Y	Y		1-Jun-2018	C1509436	solifenacin succinate	Organic Chemical|Pharmacologic Substance	True
16026	GSK	A multi-centre, randomized, double-blind, placebo-controlled, cross-over study to evaluate the effects of SB-649868 (10, 30 mg and 60 mg) on sleep continuity, PSG sleep recordings, subjective sleep assessment, and daytime cognitive function in subjects with primary insomnia	SB649868	OXS107714	Sleep Initiation and Maintenance Disorders	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=OXS107714	http://clinicaltrials.gov/show/NCT00426816	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-002131-24	Y	Y	Y	Y	Y	Y	Y		1-May-2018	C3180886	SB-649868	Organic Chemical|Pharmacologic Substance	True
16027	GSK	A Phase IIB, Randomized, Blinded, Dose-ranging, Active-controlled, Parallel-group, Multi-center study to Evaluate the Dose Response Relationship of GSK1278863 over the first 4 weeks of Treatment and Evaluate the Safety and Efficacy of GSK1278863 over 24 weeks in Hemodialysis-Dependent Subjects with Anemia associated with Chronic Kidney Disease who Switch from Recombinant Human Erythropoietin	daprodustat	PHI113633	Anaemia	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113633	http://clinicaltrials.gov/show/NCT01977482	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-002682-19	Y	Y	Y	Y	Y	Y	Y		1-May-2018	C4519188	daprodustat	Organic Chemical|Pharmacologic Substance	True
16029	GSK	A Pilot Study to Evaluate Relief of Provoked Acute Craving by Nicotine Mouth Strip, Nicorette ® Nicotine Lozenge and Gum	nicotine	S2111378	Smoking Cessation	Phase 2		http://clinicaltrials.gov/show/NCT01476202		Y	Y	Y	Y	Y	Y	Y	There is no GSK Study Register entry for this study.	1-May-2018	C0028040	nicotine	Organic Chemical|Hazardous or Poisonous Substance	True
16038	GSK	GSK2132231A Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resected melanoma	GSK2132231A	111482	Melanoma	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=111482	http://clinicaltrials.gov/show/NCT00796445	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-002447-16	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-May-2018	C4053638	MAGE-A3-specific Immunotherapeutic GSK 2132231A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
16043	GSK	Clinical activity, safety and immunogenic properties of cancer immunotherapeutic GSK2132231A in patients with unresectable and progressive metastatic cutaneous melanoma	GSK2132231A	111473	Melanoma	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111473	http://clinicaltrials.gov/show/NCT00896480	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-001301-42	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-May-2018	C4053638	MAGE-A3-specific Immunotherapeutic GSK 2132231A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
16047	GSK	An Open Label, Single-arm Study Evaluating a New Thermostable Formulation of FLOLAN™ in Japanese Subjects with Pulmonary Arterial Hypertension (PAH)	epoprostenol	201614	Cardiovascular Disease	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=201614	http://clinicaltrials.gov/show/NCT02705807		Y	Y	Y	Y	Y	N	Y	A raw dataset is not available for this study.	1-May-2018	C0033567	epoprostenol	Organic Chemical|Pharmacologic Substance|Biologically Active Substance	True
16058	ViiV	A Single-arm Study of the Safety, Efficacy and Central Nervous System and Plasma PK of GSK1349572 (Dolutegravir, DTG) 50 mg Once Daily in Combination with the Abacavir/Lamivudine Fixed Dose Combination Tablet over 96 Weeks in HIV-1 Infected Antiretroviral Naive Adult Subjects	dolutegravir	ING116070	Infection, Human Immunodeficiency Virus	Phase 3	https://www.viiv-studyregister.com/study/19559	http://clinicaltrials.gov/show/NCT01499199		Y	Y	Y	Y	Y	Y	Y		1-May-2018	C3253985	dolutegravir	Organic Chemical|Pharmacologic Substance	True
16059	ViiV	A Phase III Randomized, Double-blind Trial Investigating the Activity of Dolutegravir 50 mg BID vs Placebo over 7 Days in HIV-1-infected Subjects with RAL/ELV resistance, Followed by an Open-label Phase with an Optimized Background Regimen	dolutegravir	ING116529	Infection, Human Immunodeficiency Virus	Phase 3	https://www.viiv-studyregister.com/study/19567	http://clinicaltrials.gov/show/NCT01568892		Y	Y	Y	Y	Y	Y	Y		1-May-2018	C3253985	dolutegravir	Organic Chemical|Pharmacologic Substance	True
16066	GSK	Study of GSK2130579A Tumor-Antigen-Specific Cancer Immunotherapeutic in adult Acute Myeloid Leukemia patients with a suboptimal clinical response to induction chemotherapy	GSK2130579A	111727	Leukaemia, Myelocytic, Acute	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111727	http://clinicaltrials.gov/show/NCT01051063	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005348-17	Y	Y	Y	Y	Y	Y	Y		1-Jun-2018	C2700264	WT1-A10/AS01B Immunotherapeutic GSK2130579A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
16067	GSK	Study of GSK2130579A Tumor-Antigen-Specific Cancer Immunotherapeutic as post-consolidation therapy in adult patients with Acute Myeloid Leukemia	GSK2130579A	111444	Leukaemia, Myelocytic, Acute	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111444	http://clinicaltrials.gov/show/NCT00725283	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-023886-24	Y	Y	Y	Y	Y	Y	Y		1-Jun-2018	C2700264	WT1-A10/AS01B Immunotherapeutic GSK2130579A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
16070	GSK	A study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of GSK2586184 following a single dose of 800mg and repeat oral tablet doses of 800mg b.d and the effect of food and gender on the pharmacokinetics of oralGSK2586184 in healthy subjects	solcitinib	JAK116439	Systemic Lupus Erythematosus	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116439	http://clinicaltrials.gov/show/NCT01687309	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-001265-32	Y	Y	Y	Y	Y	Y	Y		1-Jun-2018	C4726763	Solcitinib	Pharmacologic Substance|Immunologic Factor	True
16071	GSK	A Randomized, Double Blinded, Parallel Study to Evaluate the Pharmacokinetics of Zanamivir after Single and Repeated Dose (300 mg and 600 mg) Infusion Administration in Healthy Chinese Adults	zanamivir	NAI117104	Influenza, Human	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=117104	http://clinicaltrials.gov/show/NCT02377401		Y	Y	Y	Y	Y	Y	Y		1-Jun-2018	C0216660	zanamivir	Organic Chemical|Pharmacologic Substance	True
16072	GSK	A comparison of the effects of AVANDIA® on arterial stiffness in obese subjects and healthy non-obese control subjects	rosiglitazone	999910/189	Insulin Resistance	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=999910/189			N	N	Y	Y	Y	Y	N	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. The Reporting and analysis plan is not available for this study.	1-Jun-2018	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
16073	GSK	A phase III, 52 week, randomized, double-blind, 3-arm parallel group study, comparing the efficacy, safety and tolerability of the fixed dose triple combination FF/UMEC/VI with the fixed dose dual combinations of FF/VI and UMEC/VI, all administered once-daily in the morning via a dry powder inhaler in subjects with chronic obstructive pulmonary disease	fluticasone furoate/vilanterol/umeclidinium bromide	CTT116855	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=116855	http://clinicaltrials.gov/show/NCT02164513	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-003075-35	Y	Y	Y	Y	Y	Y	Y	There is a Publication Steering Committee for this study.	1-Jun-2018	C1948374;C2935023;C3709474	fluticasone furoate;vilanterol;umeclidinium bromide	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True;True
16074	GSK	A Multicenter, Double–Blind, Placebo–Controlled, Flexible Dose (100–400mg) 10 Week Evaluation Of the Safety and Efficacy of LAMICTAL (Lamotrigine) in the Treatment of a Major Depressive Episode in Patients with Bipolar Disorder	lamotrigine	SCAA2010	Depressive Disorder, Major	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=SCAA2010			N	N	Y	Y	Y	Y	N	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study.	1-Jun-2018	C0064636	lamotrigine	Organic Chemical|Pharmacologic Substance	True
16075	GSK	A Multicenter, Double–Blind, Placebo–Controlled, Fixed Dose (50 or 200mg per day) 7 Week Evaluation of the Safety and Efficacy of LAMICTAL (Lamotrigine) in the Treatment of a Major Depressive Episode in Patients Suffering From Bipolar Disorder	lamotrigine	SCAB2001	Depressive Disorder, Major	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=SCAB2001			N	N	Y	Y	Y	Y	N	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study.	1-Jun-2018	C0064636	lamotrigine	Organic Chemical|Pharmacologic Substance	True
16107	GSK	Study of GSK2132231A Antigen-Specific Cancer Immunotherapeutic in association with chemotherapy in patients with unresectable and progressive metastatic cutaneous melanoma	GSK2132231A	111714	Melanoma	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111714	http://clinicaltrials.gov/show/NCT00849875	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-001918-25	Y	Y	Y	Y	Y	Y	Y		1-Jul-2018	C4053638	MAGE-A3-specific Immunotherapeutic GSK 2132231A	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
