Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site
20286	Astellas	A Multicentre, Open-label, Pharmacokinetic Study of Modigraf® (Tacrolimus Granules) in de Novo Paediatric Allograft Recipients	tacrolimus	F506-CL-0403	Prevention of rejection after organ transplant	Phase 4	https://www.clinicaltrials.astellas.com/study/?pid=F506-CL-0403	https://clinicaltrials.gov/ct2/show/NCT01371331	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012258-19	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20287	Astellas	Dose Escalation Study Investigating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics of ASP2215 in Patients With Relapsed or Refractory Acute Myeloid Leukemia	gilteritinib fumarate	2215-CL-0101	Acute myeloid leukemia	Phase 1	https://www.clinicaltrials.astellas.com/study/?pid=2215-CL-0101	https://clinicaltrials.gov/ct2/show/NCT02014558		Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20288	Astellas	A PHASE 3, DOUBLE-BLIND, RANDOMIZED, MULTI-CENTER, PLACEBO-CONTROLLED SEQUENTIAL DOSE TITRATION STUDY TO ASSESS EFFICACY, SAFETY AND POPULATION PHARMACOKINETICS OF SOLIFENACIN SUCCINATE SUSPENSION IN PEDIATRIC SUBJECTS FROM 5 TO LESS THAN 18 YEARS OF AGE WITH OVERACTIVE BLADDER (OAB)	solifenacin succinate	905-CL-076	Urinary Bladder, Overactive	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=905-CL-076	https://clinicaltrials.gov/ct2/show/NCT01565707	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-002066-20	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20289	Astellas	A Randomized, Double-blind, Placebo-controlled, Phase 3 Study of OSI-906 in Patients with Locally Advanced or Metastatic Adrenocortical Carcinoma	linsitinib	OSI-906-301	Adrenocortical carcinoma	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=OSI-906-301	https://clinicaltrials.gov/ct2/show/NCT00924989	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012820-97	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20290	Astellas	A Randomized, Double-blind, Placebo-controlled, Phase 2 Study to Assess the Efficacy, Safety, and Dose-Response Relationship of ASP1707 in Subjects with Endometriosis Associated Pelvic Pain for 12 Weeks, Followed by a 12-Week Double-blind Extension without Placebo Control, Including a 24-Week Open-Label Leuprorelin Acetate Treatment Group for Bone Mineral Density Assessment	ASP1707	1707-CL-0011	Endometriosis	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=1707-CL-0011	https://clinicaltrials.gov/ct2/show/NCT01767090	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-002791-14	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20291	Astellas	A Phase 2, Double-Masked, Randomized, Active Controlled Study to Evaluate the Efficacy and Safety of ASP8232 in Reducing Central Retinal Thickness in Subjects with Diabetic Macular Edema	ASP8232	8232-CL-3001	Diabetic macular edema	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=8232-CL-3001	https://clinicaltrials.gov/ct2/show/NCT02302079		Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20294	Astellas	A Phase 2 Open-label, Noncomparative, Multicenter Extension Study to Evaluate the Long-term Safety and Efficacy of ASP015K in Subjects Previously Enrolled in a Phase 2 ASP015K Rheumatoid Arthritis Study	peficitinib hydrobromide	015K-CL-RA25	Rheumatoid Arthritis	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=015K-CL-RA25	https://clinicaltrials.gov/ct2/show/NCT01711814	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-006021-23	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20295	Novartis	β-SPECIFIC 4 Patients: Study of Pediatric EffiCacy and Safety wIth FIrst-line Use of Canakinumab An Open-label Canakinumab (ACZ885) Dose Reduction or Dose Interval Prolongation Efficacy and Safety Study in Patients With Systemic Juvenile Idiopathic Arthritis (SJIA)	canakinumab	CACZ885G2306	Systemic Juvenile Idiopathic Arthritis (SJIA)	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17206	https://www.clinicaltrials.gov/ct2/show/NCT02296424?term=CACZ885G2306&draw=2&rank=2	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-004867-29	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20296	Novartis	A Phase II, Double-blind, Randomized, Multi-center, Adaptive Dose-ranging, Placebo-controlled, Parallel-group Study Evaluating Safety, Tolerability and Efficacy on MRI Lesion Parameters and Determining the Dose Response Curve of BAF312 Given Orally Once Daily in Patients With Relapsing-remitting Multiple Sclerosis	siponimod	CBAF312A2201	Relapsing-remitting Multiple Sclerosis	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=6043	https://www.clinicaltrials.gov/ct2/show/NCT879658?term=CBAF312A2201	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-008719-25	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20297	Novartis	"Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Iran."	triclabendazole	CEGA230B2201	Fasciolasis	Phase 2				Y	N	Y	N	N	N	N		1-Feb-2020
20298	Novartis	"Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Chile."	triclabendazole	CEGA230B2202	Fasciolasis	Phase 2				N	N	Y	N	N	N	N		1-Feb-2020
20299	Novartis	"Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Cuba."	triclabendazole	CEGA230B2203	Fasciolasis	Phase 2				N	N	Y	N	N	N	N		1-Feb-2020
20300	Novartis	"Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Bolivia."	triclabendazole	CEGA230B2207	Fasciolasis	Phase 2				N	N	Y	N	N	N	N		1-Feb-2020
20301	Novartis	"Dose finding trial with postprandial triclabendazole in Bolivian children infected with Fasciola hepatica (liver fluke)."	triclabendazole	CEGA230B2208	Fasciolasis	Phase 2				N	N	Y	N	N	N	N		1-Feb-2020
20302	Novartis	"Combined clinicopharmacokinetic trial of triclabendazole in Peruvian patients  infected with Fasciola hepatica (liver fluke)."	triclabendazole	CEGA230B2212	Fasciolasis	Phase 2				N	N	Y	N	N	N	N		1-Feb-2020
20303	GSK	Effects of Dopaminergic Agonist Treatment on Spinal Cord Excitability in Restless Legs Syndrome	ropinirole	999910/188	Restless Legs Syndrome	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=999910/188			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Jun-2014
20304	GSK	A single dose study to evaluate the safety, tolerability, pharmacokinetics, and pharmacodynamics of GSK1550188 in Chinese subjects with Systemic Lupus Erythematosus (SLE)	belimumab	200909	Systemic Lupus Erythematosus	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=200909	http://clinicaltrials.gov/show/NCT02880852		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Feb-2020
20305	GSK	A single centre, open-label, parallel-group, single oral dose study to evaluate the pharmacokinetics, safety and tolerability of Pyrimethamine in healthy Japanese and Caucasian male subjects	pyrimethamine	204678	Toxoplasmosis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=204678	http://clinicaltrials.gov/show/NCT03258762		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Feb-2020
20306	GSK	Randomized, open label, 2-way crossover, single dose bioequivalence study of Paroxetine IR tablets manufactured in GSKT and Mississauga sites in healthy Chinese participants under fasting and fed conditions	paroxetine	207652	Anxiety Disorders	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=207652	http://clinicaltrials.gov/show/NCT03329573		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. This study is available in CDISC format.	1-Feb-2020
20307	GSK	BEL114333, a Multicenter, Continuation Study of Belimumab in subjects with Systemic Lupus Erythematosus (SLE) who Completed the Phase III study BEL113750 in Northeast Asia or completed the open-label extension of HGS1006-C1115 in Japan	belimumab	BEL114333	Systemic Lupus Erythematosus	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114333	http://clinicaltrials.gov/show/NCT01597622		Y	N	Y	Y	Y	Y	Y	This is a follow-up study to BEL113750 and HGS1006-C1115. An annotated case report form is not available for this study. A blank case report form will be provided. This study is available in CDISC format.	1-Feb-2020
20308	Astellas	A Phase 2 Study Determining Safety and Tolerability of Enzalutamide (formerly MDV3100) in Combination with Abiraterone Acetate in Bone Metastatic Castration-Resistant Prostate Cancer Patients	enzalutamide	9785-CL-0011	Prostate cancer	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=9785-CL-0011	https://clinicaltrials.gov/ct2/show/NCT01650194		Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20309	Astellas	A Randomized, Double-Blind, Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms	solifenacin succinate	905-EC-012	Urinary Bladder, Overactive	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=905-EC-012	https://clinicaltrials.gov/ct2/show/NCT01908829	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005401-41	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20310	Astellas	A Phase 2, Double-Blind, Randomized, Placebo Controlled Study to Evaluate the Efficacy and Safety of ASP8232 as Add-On Therapy to Angiotensin Converting Enzyme inhibitor (ACEi) or Angiotensin Receptor Blocker (ARB) in Reducing Albuminuriain Patients with Type 2 Diabetes and Chronic Kidney Disease	ASP8232	8232-CL-0004	Diabetic kidney disease	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=8232-CL-0004	https://clinicaltrials.gov/ct2/show/NCT02358096	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-002349-23	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20311	Astellas	An open-label, phase 1 dose escalation study of oral ASP8273 in subjects with non-small-cell lung cancer (NSCLC) who have epidermal growth factor receptor (EGFR) mutations	naquotinib mesilate	8273-CL-0102	Non-small cell lung cancer	Phase 1	https://www.clinicaltrials.astellas.com/study/?pid=8273-CL-0102	https://clinicaltrials.gov/ct2/show/NCT02113813		Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20312	Astellas	A Phase 4, Double-blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate the Efficacy, Safety and Tolerability of Mirabegron in Men with Overactive Bladder (OAB) Symptoms While Taking the Alpha Blocker Tamsulosin Hydrochloride for Lower Urinary Tract Symptoms (LUTS) due to Benign Prostatic Hyperplasia (BPH)	mirabegron	178-MA-1008	Urinary Bladder, Overactive	Phase 4	https://www.clinicaltrials.astellas.com/study/?pid=178-MA-1008	https://clinicaltrials.gov/ct2/show/NCT02757768	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-004036-36	Y	Y	Y	Y	Y	Y	Y		1-Feb-2020
20313	Astellas	Phase II Study of ASP0456 - A Double-blind, Placebo-controlled, Parallel-group, Comparative Study in Patients With Chronic Constipation (Not Including Constipation Due to Organic Diseases)	linaclotide	0456-CL-1021	Chronic constipation	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=0456-CL-1021	https://clinicaltrials.gov/ct2/show/NCT02425722		Y	N	Y	Y	N	Y	N	Synoptic CSR available	1-Feb-2020
20314	Astellas	Phase 3 Study of ASP0456 - A Double-blind, Placebo-controlled, Parallel-group, Comparative Study and an Open-label, Uncontrolled, Long-term Dosing Study in Patients with Chronic Constipation (Not Including Constipation Due to Organic Diseases) -	linaclotide	0456-CL-1031	Chronic constipation	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=0456-CL-1031	https://clinicaltrials.gov/ct2/show/NCT02809105		Y	N	Y	Y	N	Y	N	Synoptic CSR available	1-Feb-2020
20316	Novartis	Letrozole in the Treatment of Severe and Recurrent Endometriosis	letrozole	CFEM345ADE04	Endometriosis	Phase 2		https://clinicaltrials.gov/ct2/show/study/NCT00240942		N	N	Y	N	N	N	N		1-Mar-2020
20317	Novartis	An Extension Study to the CBAF312A2201 study to evaluate long-term safety, tolerability and efficacy of BAF312 given orally once daily in patients with relapsing- remitting multiple sclerosis	siponimod	CBAF312A2201E1	Relapsing Remitting Multiple Sclerosis	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16747	https://www.clinicaltrials.gov/ct2/show/NCT1185821?term=CBAF312A2201E1&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-014392-51	Y	Y	Y	Y	Y	Y	Y		1-Mar-2020
20318	Novartis	A Phase I/II Study to Assess the Safety and Efficacy of Pazopanib and MK 3475 in Patients With Advanced Renal Cell Carcinoma	pazopanib	CPZP034A2101	Renal cell carcinoma	Phase 1/2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17626	https://www.clinicaltrials.gov/ct2/show/NCT02014636	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-003785-14	Y	Y	Y	Y	Y	Y	Y		1-Mar-2020
20319	Novartis	A Randomized, Open-label, Multi-center Phase II Study to Compare Bevacizumab Plus RAD001 Versus Interferon Alfa-2a Plus Bevacizumab for the First-line Treatment of Patients With Metastatic Clear Cell Carcinoma of the Kidney	pazopanib	CRAD001L2201	Renal cell carcinoma	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=11483	https://www.clinicaltrials.gov/ct2/show/NCT719264?term=CRAD001L2201&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-000077-38	Y	Y	Y	Y	Y	Y	Y		1-Mar-2020
20320	Astellas	A phase 2, open-label, single-arm, efficacy and safety study of MDV3100 in patients with hormone-naïve prostate cancer	enzalutamide	9785-CL-0321	Prostate cancer	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=9785-CL-0321	https://clinicaltrials.gov/ct2/show/NCT01302041	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-021287-16	Y	Y	Y	Y	Y	Y	Y		1-Mar-2020
20321	Astellas	A Phase 3, Open-Label, Baseline-controlled, Multicenter, Sequential Dose Titration Study to Assess the Long-Term Efficacy and Safety, and the Pharmacokinetics of Solifenacin Succinate Suspension in Patients from 5 to Less than 18 years of Age with Neurogenic Detrusor Overactivity (NDO)	solifenacin succinate	905-CL-047	Neurogenic detrusor overactivity	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=905-CL-047	https://clinicaltrials.gov/ct2/show/NCT01565694	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-000330-11	Y	Y	Y	Y	Y	Y	Y		1-Mar-2020
